Department;Source_Type;Fiscal_Year;Quarter;Emissions_mtCO2e;Consumption;Consumption_Units
SF Unified Schools District;Natural Gas;2012;Q2;3,777.4487579490001;709,555.00;Natural Gas (therms)
SF Unified Schools District;Electric;2012;Q3;0.00;9,410,867.00;Electric (kWh)
SF Unified Schools District;Natural Gas;2012;Q3;5,386.9537371850001;1,011,884.00;Natural Gas (therms)
SF Unified Schools District;Electric;2012;Q4;0.00;8,581,920.00;Electric (kWh)
SF Unified Schools District;Natural Gas;2012;Q4;3,349.1048986790001;629,095.00;Natural Gas (therms)
Sheriff;B20;2012;Q1;0.00;0.00;B20 (gallons)
Sheriff;B5;2012;Q1;10.948842658;1,110.7999862429999;B5 (gallons)
Sheriff;CNG;2012;Q1;12.810655522999999;2,072.99999398;CNG (GGE)
Sheriff;Gasoline;2012;Q1;69.802211569999997;7,778.9999922509996;Gasoline (gallons)
Sheriff;Propane;2012;Q1;0.191384835;33.500000954000001;Propane (gallons)
Sheriff;B20;2012;Q2;0.00;0.00;B20 (gallons)
Sheriff;B5;2012;Q2;10.850275488999999;1,100.7999877929999;B5 (gallons)
Sheriff;CNG;2012;Q2;12.567172766000001;2,033.5999997179999;CNG (GGE)
Sheriff;Gasoline;2012;Q2;67.059116668000001;7,473.3000044820001;Gasoline (gallons)
Sheriff;Propane;2012;Q2;0.085694699999999999;15.00;Propane (gallons)
Sheriff;B20;2012;Q3;0.00;0.00;B20 (gallons)
Sheriff;B5;2012;Q3;10.076523283;1,022.300006866;B5 (gallons)
Sheriff;CNG;2012;Q3;13.327963801999999;2,156.7100007680001;CNG (GGE)
Sheriff;Gasoline;2012;Q3;72.081394363000001;8,033.0000092689997;Gasoline (gallons)
Sheriff;Propane;2012;Q3;0.043989945000000003;7.6999998090000004;Propane (gallons)
Sheriff;B20;2012;Q4;0.00;0.00;B20 (gallons)
Sheriff;B5;2012;Q4;11.213988565999999;1,137.700004816;B5 (gallons)
Sheriff;CNG;2012;Q4;12.686442246;2,052.899998248;CNG (GGE)
Sheriff;Gasoline;2012;Q4;83.861358694000003;9,345.7999961669993;Gasoline (gallons)
Sheriff;Propane;2012;Q4;0.046275139999999999;8.1000003809999992;Propane (gallons)
Sheriff;Electric;2012;Q1;0.00;2,964,483.6710895398;Electric (kWh)
Sheriff;Natural Gas;2012;Q1;580.24610014699999;108,993.277731027;Natural Gas (therms)
Sheriff;Steam;2012;Q1;19.281861083999999;213,613.95267884;Steam (lbs)
Sheriff;Electric;2012;Q2;0.00;2,942,998.22169849;Electric (kWh)
Sheriff;Natural Gas;2012;Q2;766.49627406900004;143,978.462342402;Natural Gas (therms)
Sheriff;Steam;2012;Q2;24.892984680000001;275,776.743140937;Steam (lbs)
Sheriff;Electric;2012;Q3;0.00;2,837,736.4950805702;Electric (kWh)
Sheriff;Natural Gas;2012;Q3;862.97515117800003;162,101.02972424199;Natural Gas (therms)
Sheriff;Steam;2012;Q3;46.108223774999999;537,836.57301461801;Steam (lbs)
Sheriff;Electric;2012;Q4;0.00;2,912,810.5596897202;Electric (kWh)
Sheriff;Natural Gas;2012;Q4;644.68760454300002;121,097.953288996;Natural Gas (therms)
Sheriff;Steam;2012;Q4;20.651586712;240,893.65659237199;Steam (lbs)
Status of Women;Electric;2012;Q1;0.00;10,204.966824040001;Electric (kWh)
Status of Women;Natural Gas;2012;Q1;0.00022416999999999999;0.042107948999999999;Natural Gas (therms)
Status of Women;Electric;2012;Q2;0.00;10,062.452469057;Electric (kWh)
Status of Women;Natural Gas;2012;Q2;0.03;5.5161413809999997;Natural Gas (therms)
Status of Women;Electric;2012;Q3;0.00;10,257.138573434;Electric (kWh)
Status of Women;Natural Gas;2012;Q3;0.20332177700000001;38.19191017;Natural Gas (therms)
Status of Women;Electric;2012;Q4;0.00;9,127.0664795199991;Electric (kWh)
Status of Women;Natural Gas;2012;Q4;0.21038311800000001;39.518310577999998;Natural Gas (therms)
Treasure Island Development Authority;B20;2012;Q1;0.00;0.00;B20 (gallons)
Treasure Island Development Authority;B5;2012;Q1;0.00;0.00;B5 (gallons)
Treasure Island Development Authority;CNG;2012;Q1;0.00;0.00;CNG (GGE)
Treasure Island Development Authority;Gasoline;2012;Q1;0.55902786100000001;62.299999237000002;Gasoline (gallons)
Treasure Island Development Authority;Propane;2012;Q1;0.00;0.00;Propane (gallons)
Treasure Island Development Authority;B20;2012;Q2;0.00;0.00;B20 (gallons)
Treasure Island Development Authority;B5;2012;Q2;0.00;0.00;B5 (gallons)
Treasure Island Development Authority;CNG;2012;Q2;0.058707780000000001;9.50;CNG (GGE)
Treasure Island Development Authority;Gasoline;2012;Q2;0.76361591100000004;85.099999428000004;Gasoline (gallons)
Treasure Island Development Authority;Propane;2012;Q2;0.00;0.00;Propane (gallons)
Treasure Island Development Authority;B20;2012;Q3;0.00;0.00;B20 (gallons)
Treasure Island Development Authority;B5;2012;Q3;0.00;0.00;B5 (gallons)
Treasure Island Development Authority;CNG;2012;Q3;0.067977429000000006;11.00;CNG (GGE)
Treasure Island Development Authority;Gasoline;2012;Q3;1.6770835879999999;186.89999818800001;Gasoline (gallons)
Treasure Island Development Authority;Propane;2012;Q3;0.00;0.00;Propane (gallons)
Treasure Island Development Authority;B20;2012;Q4;0.00;0.00;B20 (gallons)
Treasure Island Development Authority;B5;2012;Q4;0.00;0.00;B5 (gallons)
Treasure Island Development Authority;CNG;2012;Q4;0.064887546000000004;10.50;CNG (GGE)
Treasure Island Development Authority;Gasoline;2012;Q4;1.1916356480000001;132.79999995200001;Gasoline (gallons)
Treasure Island Development Authority;Propane;2012;Q4;0.00;0.00;Propane (gallons)
Treasure Island Development Authority;Electric;2012;Q1;0.00;123,321.00;Electric (kWh)
Treasure Island Development Authority;Natural Gas;2012;Q1;116.27297552900001;21,840.685721435999;Natural Gas (therms)
Treasure Island Development Authority;Electric;2012;Q2;0.00;123,278.00;Electric (kWh)
Treasure Island Development Authority;Natural Gas;2012;Q2;108.838641181;20,444.222275863998;Natural Gas (therms)
Treasure Island Development Authority;Electric;2012;Q3;0.00;127,019.00;Electric (kWh)
Treasure Island Development Authority;Natural Gas;2012;Q3;145.89136085800001;27,404.195579224001;Natural Gas (therms)
Treasure Island Development Authority;Electric;2012;Q4;0.00;120,225.00;Electric (kWh)
Treasure Island Development Authority;Natural Gas;2012;Q4;140.89548646200001;26,465.771821899001;Natural Gas (therms)
Treasurer and Tax Collector;B20;2012;Q1;0.00;0.00;B20 (gallons)
Treasurer and Tax Collector;B5;2012;Q1;0.00;0.00;B5 (gallons)
Treasurer and Tax Collector;CNG;2012;Q1;0.00;0.00;CNG (GGE)
Treasurer and Tax Collector;Gasoline;2012;Q1;0.71336623700000001;79.500001906999998;Gasoline (gallons)
Treasurer and Tax Collector;Propane;2012;Q1;0.00;0.00;Propane (gallons)
Treasurer and Tax Collector;B20;2012;Q2;0.00;0.00;B20 (gallons)
Treasurer and Tax Collector;B5;2012;Q2;0.00;0.00;B5 (gallons)
Treasurer and Tax Collector;CNG;2012;Q2;0.00;0.00;CNG (GGE)
Treasurer and Tax Collector;Gasoline;2012;Q2;0.98704763399999995;110.000003815;Gasoline (gallons)
Treasurer and Tax Collector;Propane;2012;Q2;0.00;0.00;Propane (gallons)
Treasurer and Tax Collector;B20;2012;Q3;0.00;0.00;B20 (gallons)
Treasurer and Tax Collector;B5;2012;Q3;0.00;0.00;B5 (gallons)
Treasurer and Tax Collector;CNG;2012;Q3;0.00;0.00;CNG (GGE)
Treasurer and Tax Collector;Gasoline;2012;Q3;0.79950855300000001;89.099999666000002;Gasoline (gallons)
Treasurer and Tax Collector;Propane;2012;Q3;0.00;0.00;Propane (gallons)
Treasurer and Tax Collector;B20;2012;Q4;0.00;0.00;B20 (gallons)
Treasurer and Tax Collector;B5;2012;Q4;0.00;0.00;B5 (gallons)
Treasurer and Tax Collector;CNG;2012;Q4;0.00;0.00;CNG (GGE)
Treasurer and Tax Collector;Gasoline;2012;Q4;0.845271675;94.200000286000005;Gasoline (gallons)
Treasurer and Tax Collector;Propane;2012;Q4;0.00;0.00;Propane (gallons)
Treasurer and Tax Collector;Electric;2012;Q1;0.00;233,480.542334497;Electric (kWh)
Treasurer and Tax Collector;Steam;2012;Q1;46.658155319000002;516,902.02201125497;Steam (lbs)
Treasurer and Tax Collector;Electric;2012;Q2;0.00;226,026.143201181;Electric (kWh)
Treasurer and Tax Collector;Steam;2012;Q2;60.235925385999998;667,323.24534786399;Steam (lbs)
Treasurer and Tax Collector;Electric;2012;Q3;0.00;210,581.301508679;Electric (kWh)
Treasurer and Tax Collector;Steam;2012;Q3;111.572459579;1,301,454.3695131899;Steam (lbs)
Treasurer and Tax Collector;Electric;2012;Q4;0.00;215,430.81552767899;Electric (kWh)
Treasurer and Tax Collector;Steam;2012;Q4;49.972610848000002;582,913.31919451104;Steam (lbs)
War Memorial;Electric;2012;Q1;0.00;1,608,197.00;Electric (kWh)
War Memorial;Natural Gas;2012;Q1;292.23847639600001;54,894.00;Natural Gas (therms)
War Memorial;Electric;2012;Q2;0.00;1,700,599.00;Electric (kWh)
War Memorial;Natural Gas;2012;Q2;445.80555276299998;83,740.00;Natural Gas (therms)
War Memorial;Electric;2012;Q3;0.00;1,552,107.00;Electric (kWh)
War Memorial;Natural Gas;2012;Q3;577.88622823499998;108,550.00;Natural Gas (therms)
War Memorial;Electric;2012;Q4;0.00;1,646,680.00;Electric (kWh)
War Memorial;Natural Gas;2012;Q4;409.434122903;76,908.00;Natural Gas (therms)
